Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q2,0.0654648,2812.692
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q2,0.0180363,815.096
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q2,0.0035854,158.681
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q2,0.0336577,1222.146
Industry groups,Education and training,SG01RSC04B01PP1,2001Q2,0.0404569,1982.196
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q2,0.0479433,2091.204
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q2,0.0157406,631.957
Industry groups,Other services,SG01RSC04B01RS2,2001Q2,0.0195641,785.865
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q2,0.0679010,2676.060
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q3,0.0625255,2025.861
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q3,0.0075626,264.923
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q3,0.0097272,386.444
Industry groups,Mining,SG01RSC04B01BB1,2001Q3,0.0110532,674.674
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q3,0.0494036,1385.717
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q3,0.0067021,222.417
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q3,0.0163395,465.814
Industry groups,Printing,SG01RSC04B01CC4,2001Q3,0.0055827,213.395
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q3,0.0267599,983.682
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q3,0.0047152,203.417
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q3,0.0168504,730.634
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q3,0.0212554,929.028
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q3,0.0042886,185.414
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q3,0.0255396,1194.854
Industry groups,Construction,SG01RSC04B01EE1,2001Q3,0.0426094,1853.626
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q3,0.0577452,2463.827
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q3,0.0476236,1592.609
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q3,0.0195883,797.285
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q3,0.0436019,1724.798
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q3,0.0388094,1085.728
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q3,0.0458866,1921.591
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q3,0.0558349,2624.076
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q3,0.0676450,2244.124
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q3,0.0654648,2881.624
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q3,0.0180363,834.076
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q3,0.0035854,158.745
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q3,0.0336577,1191.803
Industry groups,Education and training,SG01RSC04B01PP1,2001Q3,0.0404569,2001.494
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q3,0.0479433,2122.774
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q3,0.0157406,640.098
Industry groups,Other services,SG01RSC04B01RS2,2001Q3,0.0195641,807.186
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q3,0.0679010,2686.496
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q4,0.0625255,1985.526
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q4,0.0075626,265.926
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q4,0.0097272,380.136
Industry groups,Mining,SG01RSC04B01BB1,2001Q4,0.0110532,634.830
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q4,0.0494036,1369.653
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q4,0.0067021,207.898
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q4,0.0163395,478.931
Industry groups,Printing,SG01RSC04B01CC4,2001Q4,0.0055827,210.514
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q4,0.0267599,989.127
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q4,0.0047152,189.018
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q4,0.0168504,759.034
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q4,0.0212554,906.420
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q4,0.0042886,184.115
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q4,0.0255396,1223.208
Industry groups,Construction,SG01RSC04B01EE1,2001Q4,0.0426094,1983.835
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q4,0.0577452,2504.843
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q4,0.0476236,1617.847
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q4,0.0195883,803.031
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q4,0.0436019,1691.543
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q4,0.0388094,1100.134
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q4,0.0458866,1925.360
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q4,0.0558349,2659.853
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q4,0.0676450,2270.384
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q4,0.0654648,3019.669
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q4,0.0180363,877.268
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q4,0.0035854,160.040
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q4,0.0336577,1199.596
Industry groups,Education and training,SG01RSC04B01PP1,2001Q4,0.0404569,2024.467
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q4,0.0479433,2147.498
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q4,0.0157406,662.123
Industry groups,Other services,SG01RSC04B01RS2,2001Q4,0.0195641,824.304
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.0679010,2752.878
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q1,0.0625255,2009.385
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q1,0.0075626,260.197
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q1,0.0097272,395.899
Industry groups,Mining,SG01RSC04B01BB1,2002Q1,0.0110532,593.928
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q1,0.0494036,1361.751
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q1,0.0067021,218.168
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q1,0.0163395,474.258
Industry groups,Printing,SG01RSC04B01CC4,2002Q1,0.0055827,208.663
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q1,0.0267599,967.242
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q1,0.0047152,196.424
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q1,0.0168504,767.814
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q1,0.0212554,896.484
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q1,0.0042886,188.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q1,0.0255396,1268.821
Industry groups,Construction,SG01RSC04B01EE1,2002Q1,0.0426094,1900.240
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q1,0.0577452,2516.441
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q1,0.0476236,1655.419
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q1,0.0195883,814.292
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q1,0.0436019,1787.292
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q1,0.0388094,1116.956
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q1,0.0458866,1916.445
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q1,0.0558349,2732.062
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q1,0.0676450,2294.549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q1,0.0654648,3052.067
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q1,0.0180363,893.392
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q1,0.0035854,160.601
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q1,0.0336577,1219.349
Industry groups,Education and training,SG01RSC04B01PP1,2002Q1,0.0404569,2051.114
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q1,0.0479433,2144.873
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q1,0.0157406,677.626
Industry groups,Other services,SG01RSC04B01RS2,2002Q1,0.0195641,829.957
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.0679010,2767.165
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q2,0.0425388,1990.842
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q2,0.0073322,271.469
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q2,0.0086593,382.289
Industry groups,Mining,SG01RSC04B01BB1,2002Q2,0.0109249,694.881
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q2,0.0504515,1410.660
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q2,0.0067754,227.623
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q2,0.0164196,523.873
Industry groups,Printing,SG01RSC04B01CC4,2002Q2,0.0053647,209.158
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q2,0.0285070,1030.194
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q2,0.0053591,204.602
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q2,0.0170164,791.284
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q2,0.0210178,945.487
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q2,0.0046066,199.018
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q2,0.0273595,1276.773
Industry groups,Construction,SG01RSC04B01EE1,2002Q2,0.0447755,1924.945
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q2,0.0536983,2539.580
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q2,0.0504963,1680.659
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q2,0.0183230,822.261
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q2,0.0453389,1750.168
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q2,0.0403776,1131.929
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q2,0.0475668,1949.772
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q2,0.0581148,2831.811
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q2,0.0682091,2314.400
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q2,0.0672833,3094.435
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q2,0.0188851,898.361
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q2,0.0036579,161.310
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q2,0.0336159,1258.712
Industry groups,Education and training,SG01RSC04B01PP1,2002Q2,0.0410768,2079.926
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q2,0.0487203,2141.575
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q2,0.0164793,676.115
Industry groups,Other services,SG01RSC04B01RS2,2002Q2,0.0202245,842.336
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2802.280
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q3,0.0425388,1942.967
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q3,0.0073322,278.273
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q3,0.0086593,381.216
Industry groups,Mining,SG01RSC04B01BB1,2002Q3,0.0109249,646.499
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q3,0.0504515,1657.354
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q3,0.0067754,235.464
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q3,0.0164196,516.630
Industry groups,Printing,SG01RSC04B01CC4,2002Q3,0.0053647,205.884
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q3,0.0285070,966.558
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q3,0.0053591,209.455
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q3,0.0170164,790.048
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q3,0.0210178,942.582
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q3,0.0046066,210.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q3,0.0273595,1324.703
Industry groups,Construction,SG01RSC04B01EE1,2002Q3,0.0447755,2054.006
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q3,0.0536983,2292.125
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q3,0.0504963,1689.751
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q3,0.0183230,836.029
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q3,0.0453389,1786.840
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q3,0.0403776,1146.050
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q3,0.0475668,1969.870
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q3,0.0581148,2845.244
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q3,0.0682091,2340.122
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q3,0.0672833,3072.055
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q3,0.0188851,901.265
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q3,0.0036579,164.162
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q3,0.0336159,1274.439
Industry groups,Education and training,SG01RSC04B01PP1,2002Q3,0.0410768,2114.438
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q3,0.0487203,2165.978
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q3,0.0164793,688.835
Industry groups,Other services,SG01RSC04B01RS2,2002Q3,0.0202245,850.073
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2903.698
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q4,0.0425388,1991.511
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q4,0.0073322,283.486
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q4,0.0086593,381.246
Industry groups,Mining,SG01RSC04B01BB1,2002Q4,0.0109249,654.672
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q4,0.0504515,1740.582
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q4,0.0067754,231.330
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q4,0.0164196,495.139
Industry groups,Printing,SG01RSC04B01CC4,2002Q4,0.0053647,211.447
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q4,0.0285070,951.308
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q4,0.0053591,213.147
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q4,0.0170164,812.081
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q4,0.0210178,930.382
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q4,0.0046066,197.551
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q4,0.0273595,1352.702
Industry groups,Construction,SG01RSC04B01EE1,2002Q4,0.0447755,2095.295
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q4,0.0536983,2155.492
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q4,0.0504963,1695.470
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q4,0.0183230,842.323
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q4,0.0453389,1814.851
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q4,0.0403776,1157.060
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q4,0.0475668,2004.789
